t,TN2,Tm,Thp,Tf,c[1],c[2],c[3],c[4],c[5],c[6],n,rho_dollars,Q_to_steam,drumAngleDeg
0.0,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.1,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.2,89.99986816903166,134.9998022535475,67.49990112677375,22.499967042257914,-44.99993408451583,4.499993408451583,179.99973633806331,-22.499967042257914,112.49983521128956,33.749950563386875,56.24991760564478,-89.99986816903166,11.249983521128957,44.99993408451583
0.30000000000000004,89.99960654630426,134.9994098194564,67.4997049097282,22.499901636576066,-44.99980327315213,4.499980327315213,179.99921309260853,-22.499901636576066,112.49950818288033,33.7498524548641,56.24975409144017,-89.99960654630426,11.249950818288033,44.99980327315213
0.4,89.99921868914174,134.9988280337126,67.4994140168563,22.499804672285435,-44.99960934457087,4.4999609344570874,179.99843737828348,-22.499804672285435,112.49902336142718,33.74970700842815,56.24951168071359,-89.99921868914174,11.249902336142718,44.99960934457087
0.5,89.99870702785867,134.998060541788,67.499030270894,22.499676756964668,-44.999353513929336,4.499935351392934,179.99741405571734,-22.499676756964668,112.49838378482335,33.749515135447,56.24919189241167,-89.99870702785867,11.249838378482334,44.999353513929336
0.6000000000000001,89.99807395396589,134.99711093094882,67.49855546547441,22.49951848849147,-44.99903697698294,4.4999036976982945,179.99614790793177,-22.49951848849147,112.49759244245736,33.749277732737205,56.24879622122868,-89.99807395396589,11.249759244245736,44.99903697698294
0.7000000000000001,89.99732323318125,134.99598484977187,67.49799242488594,22.499330808295312,-44.998661616590624,4.499866161659063,179.9946464663625,-22.499330808295312,112.49665404147656,33.74899621244297,56.24832702073828,-89.99732323318125,11.249665404147656,44.998661616590624
0.8,89.99646004131165,134.99469006196748,67.49734503098374,22.499115010327913,-44.998230020655825,4.4998230020655825,179.9929200826233,-22.499115010327913,112.49557505163956,33.74867251549187,56.24778752581978,-89.99646004131165,11.249557505163956,44.998230020655825
0.9,89.99549138602563,134.99323707903847,67.49661853951923,22.49887284650641,-44.99774569301282,4.499774569301282,179.99098277205127,-22.49887284650641,112.49436423253204,33.748309269759616,56.24718211626602,-89.99549138602563,11.249436423253204,44.99774569301282
1.0,89.99442438512246,134.9916365776837,67.49581828884185,22.498606096280614,-44.99721219256123,4.499721219256123,179.9888487702449,-22.498606096280614,112.49303048140307,33.74790914442092,56.246515240701534,-89.99442438512246,11.249303048140307,44.99721219256123
1.1,89.99326558823105,134.98989838234658,67.49494919117329,22.498316397057764,-44.99663279411553,4.4996632794115525,179.9865311764621,-22.498316397057764,112.49158198528882,33.747474595586645,56.24579099264441,-89.99326558823105,11.249158198528882,44.99663279411553
1.2000000000000002,89.99202094720043,134.98803142080064,67.49401571040032,22.498005236800108,-44.996010473600215,4.499601047360022,179.98404189440086,-22.498005236800108,112.49002618400054,33.74700785520016,56.24501309200027,-89.99202094720043,11.249002618400054,44.996010473600215
1.3,89.99069755807349,134.98604633711022,67.49302316855511,22.497674389518373,-44.995348779036746,4.499534877903675,179.98139511614698,-22.497674389518373,112.48837194759187,33.746511584277556,56.244185973795936,-89.99069755807349,11.248837194759187,44.995348779036746
1.4000000000000001,89.98930072912424,134.98395109368636,67.49197554684318,22.49732518228106,-44.99465036456212,4.499465036456212,179.97860145824848,-22.49732518228106,112.4866259114053,33.74598777342159,56.24331295570265,-89.98930072912424,11.24866259114053,44.99465036456212
1.5,89.98783584214878,134.98175376322317,67.49087688161158,22.496958960537196,-44.99391792107439,4.499391792107439,179.97567168429757,-22.496958960537196,112.48479480268598,33.74543844080579,56.24239740134299,-89.98783584214878,11.248479480268598,44.99391792107439
1.6,89.98630803694152,134.97946205541228,67.48973102770614,22.49657700923538,-44.99315401847076,4.499315401847077,179.97261607388305,-22.49657700923538,112.4828850461769,33.74486551385307,56.24144252308845,-89.98630803694152,11.24828850461769,44.99315401847076
1.7000000000000002,89.9847223213998,134.97708348209972,67.48854174104986,22.49618058034995,-44.9923611606999,4.49923611606999,179.9694446427996,-22.49618058034995,112.48090290174974,33.74427087052493,56.24045145087487,-89.9847223213998,11.248090290174975,44.9923611606999
1.8,89.98308460458298,134.97462690687448,67.48731345343724,22.495771151145746,-44.99154230229149,4.499154230229149,179.96616920916597,-22.495771151145746,112.47885575572873,33.74365672671862,56.239427877864365,-89.98308460458298,11.247885575572873,44.99154230229149
1.9000000000000001,89.98140077542637,134.97210116313954,67.48605058156977,22.49535019385659,-44.99070038771318,4.499070038771318,179.96280155085273,-22.49535019385659,112.47675096928296,33.743025290784885,56.23837548464148,-89.98140077542637,11.247675096928296,44.99070038771318
2.0,89.97967546085765,134.96951319128647,67.48475659564323,22.494918865214412,-44.989837730428825,4.498983773042883,179.9593509217153,-22.494918865214412,112.47459432607207,33.74237829782162,56.23729716303603,-89.97967546085765,11.247459432607206,44.989837730428825
