t,TN2,Tm,Thp,Tf,c[1],c[2],c[3],c[4],c[5],c[6],n,rho_dollars,Q_to_steam,drumAngleDeg
0.0,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.1,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.2,90.00006446952858,135.00009670429287,67.50004835214644,22.500016117382145,-45.00003223476429,4.500003223476429,180.00012893905716,-22.500016117382145,112.50008058691073,33.75002417607322,56.25004029345536,-90.00006446952858,11.250008058691073,45.00003223476429
0.30000000000000004,90.00018775778926,135.0002816366839,67.50014081834195,22.500046939447316,-45.00009387889463,4.500009387889463,180.00037551557853,-22.500046939447316,112.50023469723658,33.750070409170974,56.25011734861829,-90.00018775778926,11.250023469723658,45.00009387889463
0.4,90.00036403253306,135.00054604879958,67.50027302439979,22.500091008133264,-45.00018201626653,4.500018201626653,180.0007280650661,-22.500091008133264,112.50045504066632,33.750136512199894,56.25022752033316,-90.00036403253306,11.250045504066632,45.00018201626653
0.5,90.00058722061978,135.00088083092967,67.50044041546484,22.500146805154944,-45.00029361030989,4.500029361030989,180.00117444123956,-22.500146805154944,112.50073402577472,33.75022020773242,56.25036701288736,-90.00058722061978,11.250073402577472,45.00029361030989
0.6000000000000001,90.00085142003702,135.00127713005554,67.50063856502777,22.500212855009256,-45.00042571001851,4.500042571001852,180.00170284007405,-22.500212855009256,112.50106427504628,33.750319282513885,56.25053213752314,-90.00085142003702,11.250106427504628,45.00042571001851
0.7000000000000001,90.00114982512399,135.00172473768598,67.50086236884299,22.500287456280997,-45.000574912561994,4.500057491256199,180.00229965024798,-22.500287456280997,112.50143728140499,33.750431184421494,56.250718640702495,-90.00114982512399,11.250143728140499,45.000574912561994
0.8,90.001476091144,135.002214136716,67.501107068358,22.500369022786,-45.000738045572,4.5000738045572,180.002952182288,-22.500369022786,112.50184511393,33.750553534179,56.250922556965,-90.001476091144,11.250184511393,45.000738045572
0.9,90.00182278068125,135.00273417102187,67.50136708551094,22.500455695170313,-45.000911390340626,4.500091139034063,180.0036455613625,-22.500455695170313,112.50227847585157,33.75068354275547,56.251139237925784,-90.00182278068125,11.250227847585156,45.000911390340626
1.0,90.0021835047267,135.00327525709005,67.50163762854503,22.500545876181675,-45.00109175236335,4.500109175236335,180.0043670094534,-22.500545876181675,112.50272938090838,33.75081881427251,56.25136469045419,-90.0021835047267,11.250272938090838,45.00109175236335
1.1,90.00255149941114,135.0038272491167,67.50191362455836,22.500637874852785,-45.00127574970557,4.500127574970557,180.00510299882228,-22.500637874852785,112.50318937426393,33.75095681227918,56.25159468713196,-90.00255149941114,11.250318937426393,45.00127574970557
1.2000000000000002,90.0029203358266,135.0043805037399,67.50219025186995,22.50073008395665,-45.0014601679133,4.50014601679133,180.0058406716532,-22.50073008395665,112.50365041978326,33.751095125934974,56.25182520989163,-90.0029203358266,11.250365041978325,45.0014601679133
1.3,90.0032847070583,135.00492706058745,67.50246353029372,22.500821176764575,-45.00164235352915,4.500164235352915,180.0065694141166,-22.500821176764575,112.50410588382287,33.75123176514686,56.25205294191144,-90.0032847070583,11.250410588382287,45.00164235352915
1.4000000000000001,90.00364019692044,135.00546029538066,67.50273014769033,22.50091004923011,-45.00182009846022,4.500182009846022,180.0072803938409,-22.50091004923011,112.50455024615056,33.751365073845164,56.25227512307528,-90.00364019692044,11.250455024615055,45.00182009846022
1.5,90.00398338776014,135.0059750816402,67.5029875408201,22.500995846940036,-45.00199169388007,4.500199169388007,180.0079667755203,-22.500995846940036,112.50497923470019,33.75149377041005,56.25248961735009,-90.00398338776014,11.250497923470018,45.00199169388007
1.6,90.00431023892983,135.00646535839473,67.50323267919737,22.501077559732458,-45.002155119464916,4.500215511946492,180.00862047785967,-22.501077559732458,112.5053877986623,33.751616339598684,56.25269389933115,-90.00431023892983,11.250538779866229,45.002155119464916
1.7000000000000002,90.00461585179649,135.00692377769474,67.50346188884737,22.50115396294912,-45.00230792589824,4.500230792589824,180.00923170359297,-22.50115396294912,112.5057698147456,33.751730944423684,56.2528849073728,-90.00461585179649,11.25057698147456,45.00230792589824
1.8,90.0048942331499,135.00734134972484,67.50367067486242,22.501223558287474,-45.00244711657495,4.500244711657495,180.0097884662998,-22.501223558287474,112.50611779143738,33.75183533743121,56.25305889571869,-90.0048942331499,11.250611779143737,45.00244711657495
1.9000000000000001,90.00514047415966,135.0077107112395,67.50385535561975,22.501285118539915,-45.00257023707983,4.5002570237079835,180.01028094831932,-22.501285118539915,112.50642559269957,33.751927677809874,56.253212796349786,-90.00514047415966,11.250642559269957,45.00257023707983
2.0,90.00535141726922,135.00802712590382,67.50401356295191,22.501337854317306,-45.00267570863461,4.500267570863461,180.01070283453845,-22.501337854317306,112.50668927158654,33.752006781475956,56.25334463579327,-90.00535141726922,11.250668927158653,45.00267570863461
