Time(s),Drum_Angle(deg),Drum_Velocity(deg/s),Drum_Acceleration(deg/s^2)
0.0,45.0,0.0,-0.003629693549439799
0.1,45.0,-0.0003629693549439799,-0.003432897307440591
0.2,44.99996370306451,-0.000706259085688039,-0.0031800864679951994
0.30000000000000004,44.99989307715594,-0.001024267732487559,-0.002964418840880274
0.4,44.999790650382685,-0.0013207096165755864,-0.0027605794129111337
0.5,44.99965857942103,-0.0015967675578666997,-0.0025362264212599648
0.6000000000000001,44.999498902665245,-0.0018503901999926964,-0.002349377328229666
0.7000000000000001,44.99931386364524,-0.002085327932815663,-0.002192838389162601
0.8,44.99910533085196,-0.002304611771731923,-0.0021250667491700547
0.9,44.99887486967479,-0.0025171184466489284,-0.002023686347041717
1.0,44.998623157830124,-0.0027194870813531,-0.0019526590893876785
1.1,44.99835120912199,-0.002914752990291868,-0.001852028006730188
1.2000000000000002,44.99805973382296,-0.003099955790964887,-0.0017116495315652933
1.3,44.99774973824386,-0.003271120744121416,-0.0016028407859698392
1.4000000000000001,44.99742262616945,-0.0034314048227184002,-0.0014878698847411236
1.5,44.99707948568718,-0.0035801918111925124,-0.001389240146075298
1.6,44.99672146650606,-0.0037191158258000423,-0.0012501515759016045
1.7000000000000002,44.99634955492348,-0.003844130983390203,-0.0011677819500516375
1.8,44.99596514182514,-0.0039609091783953665,-0.001077870897687642
1.9000000000000001,44.9955690509073,-0.004068696268164131,-0.0009812567965328443
2.0,44.995162181280485,-0.004166821947817415,-0.0009052221005220559
2.1,44.9947454990857,-0.004257344157869621,-0.0008218489124708811
2.2,44.99431976466992,-0.004339529049116709,-0.00074634137174131
2.3000000000000003,44.993885811765004,-0.00441416318629084,-0.0007074459980223405
2.4000000000000004,44.993444395446375,-0.004484907786093074,-0.0006880287430185574
2.5,44.992995904667765,-0.00455371066039493,-0.000659938549012915
2.6,44.992540533601726,-0.004619704515296221,-0.0006107827446069804
2.7,44.992078563150194,-0.004680782789756919,-0.0005228832840156821
2.8000000000000003,44.991610484871224,-0.0047330711181584875,-0.0004995249796581071
2.9000000000000004,44.991137177759406,-0.004783023616124298,-0.0004215599900863757
