Time(s),Drum_Angle(deg),Drum_Velocity(deg/s),Drum_Acceleration(deg/s^2)
0.0,45.0,0.0,-0.001517728199779897
0.1,45.0,-0.0001517728199779897,-0.001583184886716285
0.2,44.999984822718005,-0.0003100913086496182,-0.001709172465075847
0.30000000000000004,44.99995381358714,-0.000481008555157203,-0.0018613646538453298
0.4,44.999905712731625,-0.0006671450205417359,-0.00204407158274661
0.5,44.99983899822957,-0.0008715521788163968,-0.002237298943238359
0.6000000000000001,44.99975184301169,-0.001095282073140233,-0.002416000893280188
0.7000000000000001,44.99964231480437,-0.0013368821624682517,-0.002709974880178018
0.8,44.999508626588124,-0.0016078796504860535,-0.0029382118433177876
0.9,44.99934783862307,-0.0019017008348178321,-0.0030360392297376646
1.0,44.999157668539596,-0.0022053047577915985,-0.0031130117497959993
1.1,44.998937138063816,-0.0025166059327711987,-0.0032430686103614823
1.2000000000000002,44.99868547747054,-0.0028409127938073472,-0.0033790305958907073
1.3,44.998401386191155,-0.0031788158533964175,-0.0035094891404310155
1.4000000000000001,44.998083504605816,-0.0035297647674395194,-0.003553126199678102
1.5,44.997730528129075,-0.003885077387407329,-0.0035744161376051434
1.6,44.997342020390334,-0.004242519001167844,-0.003595979617259656
1.7000000000000002,44.99691776849021,-0.00460211696289381,-0.003677112992501457
1.8,44.99645755679393,-0.004969828262143955,-0.003732161368308961
1.9000000000000001,44.995960573967714,-0.005343044398974851,-0.0037565907293955116
2.0,44.99542626952781,-0.005718703471914402,-0.003697437940229014
2.1,44.994854399180625,-0.006088447265937304,-0.0036495489588353786
2.2,44.99424555445403,-0.006453402161820842,-0.0036129368992850156
2.3000000000000003,44.99360021423785,-0.006814695851749344,-0.0035516625266632557
2.4000000000000004,44.99291874465267,-0.00716986210441567,-0.003538289118761631
2.5,44.99220175844223,-0.0075236910162918315,-0.0034818047669210564
2.6,44.9914493893406,-0.007871871492983937,-0.00343608844369538
2.7,44.9906622021913,-0.008215480337353476,-0.003295947152678541
2.8000000000000003,44.98984065415757,-0.00854507505262133,-0.003196115959463172
2.9000000000000004,44.98898614665231,-0.008864686648567648,-0.0030926249754916033
3.0,44.98809967798745,-0.009173949146116807,-0.003012967925593785
3.1,44.98718228307284,-0.009475245938676186,-0.002955065498127377
3.2,44.98623475847897,-0.009770752488488924,-0.0028610117718504456
3.3000000000000003,44.985257683230124,-0.010056853665673968,-0.0027756695569634464
3.4000000000000004,44.98425199786355,-0.010334420621370313,-0.0027108961128659388
3.5,44.983218555801415,-0.010605510232656906,-0.002544154478318799
3.6,44.98215800477815,-0.010859925680488786,-0.002276287673444279
3.7,44.9810720122101,-0.011087554447833214,-0.0020488573558605904
3.8000000000000003,44.979963256765316,-0.011292440183419274,-0.0017658790227300157
3.9000000000000004,44.97883401274698,-0.011469028085692275,-0.0014770032623570972
4.0,44.97768710993841,-0.011616728411927985,-0.0011497530452508143
4.1000000000000005,44.976525437097216,-0.011731703716453067,-0.0008416349678309234
4.2,44.97535226672557,-0.011815867213236159,-0.000550529628984763
4.3,44.97417068000425,-0.011870920176134635,-0.000345654946887831
4.4,44.97298358798663,-0.011905485670823418,-0.00021155703412260938
4.5,44.97179303941955,-0.011926641374235679,-9.926164496687431e-05
4.6000000000000005,44.970600375282125,-0.011936567538732366,1.2161431842856773e-05
4.7,44.969406718528255,-0.01193535139554808,9.688231292725256e-05
4.800000000000001,44.9682131833887,-0.011925663164255355,0.00015723715886897167
4.9,44.96702061707227,-0.011909939448368458,0.00020655204557306562
5.0,44.96582962312743,-0.011889284243811152,0.00015979329870595332
5.1000000000000005,44.96464069470306,-0.011873304913940556,9.95111336724034e-05
5.2,44.96345336421166,-0.011863353800573316,7.569566234717732e-05
5.300000000000001,44.962267028831604,-0.011855784234338598,9.541925089243153e-05
5.4,44.96108145040817,-0.011846242309249355,8.197246206220089e-05
5.5,44.95989682617724,-0.011838045063043135,3.164049549503317e-05
5.6000000000000005,44.95871302167094,-0.011834881013493632,-8.541160769186986e-05
5.7,44.95752953356959,-0.011843422174262819,-0.00015112937203767054
5.800000000000001,44.95634519135216,-0.011858535111466586,-0.00024149041806632247
5.9,44.95515933784102,-0.011882684153273218,-0.00032647703329676095
6.0,44.95397106942569,-0.011915331856602894,-0.0003627843816017878
6.1000000000000005,44.95277953624003,-0.011951610294763073,-0.0004070197366087839
6.2,44.95158437521055,-0.011992312268423951,-0.000446104603215693
6.300000000000001,44.95038514398371,-0.01203692272874552,-0.0004734930002337645
6.4,44.949181451710835,-0.012084272028768897,-0.0004464525828896617
6.5,44.94797302450796,-0.012128917287057863,-0.00042111037096448145
6.6000000000000005,44.946760132779254,-0.012171028324154311,-0.00039615749765062466
6.7,44.94554302994684,-0.012210644073919374,-0.0003654755128349571
6.800000000000001,44.944321965539444,-0.01224719162520287,-0.0003841401655715212
6.9,44.94309724637693,-0.012285605641760022,-0.00044667112203340497
7.0,44.94186868581275,-0.012330272753963362,-0.0004871875904705206
7.1000000000000005,44.94063565853735,-0.012378991513010414,-0.00045754025001178654
7.2,44.939397759386054,-0.012424745538011593,-0.00037638607306733775
7.300000000000001,44.938155284832256,-0.012462384145318327,-0.00027247905809031387
7.4,44.93690904641772,-0.012489632051127358,-0.00023589063297508887
7.5,44.93566008321261,-0.012513221114424867,-0.00024323110779596877
7.6000000000000005,44.93440876110117,-0.012537544225204464,-0.0002241347573066565
7.7,44.933155006678646,-0.01255995770093513,-0.00020341597975634287
7.800000000000001,44.93189901090855,-0.012580299298910764,-7.880252929699822e-05
7.9,44.93064098097866,-0.012588179551840464,0.00013741358330420346
8.0,44.929382163023476,-0.012574438193510043,0.0004243475204595609
8.1,44.92812471920413,-0.012532003441464087,0.000749863906021459
8.200000000000001,44.926871518859976,-0.01245701705086194,0.0010806632684126492
8.3,44.925625817154895,-0.012348950724020676,0.0014596317552049345
8.4,44.92439092208249,-0.012202987548500183,0.0017792919329727146
8.5,44.92317062332764,-0.012025058355202912,0.002044401711638375
8.6,44.92196811749212,-0.011820618184039075,0.0022286938376265618
8.700000000000001,44.920786055673716,-0.011597748800276416,0.002338316694129585
8.8,44.919626280793686,-0.011363917130863458,0.0024403800290883747
8.9,44.918489889080604,-0.011119879127954622,0.002574163717245027
9.0,44.91737790116781,-0.01086246275623012,0.0027499862041474167
9.1,44.916291654892184,-0.01058746413581538,0.0029352098586134003
9.200000000000001,44.9152329084786,-0.010293943149954035,0.0031046278700732244
9.3,44.91420351416361,-0.009983480362946714,0.0032240869088583897
9.4,44.91320516612731,-0.009661071672060876,0.00340026612085703
9.5,44.912239058960104,-0.009321045059975174,0.003563399363231743
9.600000000000001,44.91130695445411,-0.008964705123651995,0.003707813491423506
9.700000000000001,44.910410483941746,-0.008593923774509645,0.00381852792536224
9.8,44.909551091564296,-0.008212070981973423,0.00390856412330522
9.9,44.9087298844661,-0.007821214569642902,0.00395446554245393
10.0,44.90794776300913,-0.007425768015397511,0.004042285089879029
10.100000000000001,44.90720518620759,-0.007021539506409602,0.004209180994522597
