t,TN2,Tm,Thp,Tf,c[1],c[2],c[3],c[4],c[5],c[6],n,rho_dollars,Q_to_steam,drumAngleDeg
0.0,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.1,89.9816264640545,134.97243969608175,67.48621984804088,22.495406616013625,-44.99081323202725,4.499081323202725,179.963252928109,-22.495406616013625,112.47703308006813,33.74310992402044,56.23851654003406,-89.9816264640545,11.247703308006813,44.99081323202725
0.2,89.96241936760778,134.94362905141168,67.47181452570584,22.490604841901945,-44.98120968380389,4.498120968380389,179.92483873521556,-22.490604841901945,112.45302420950972,33.73590726285292,56.22651210475486,-89.96241936760778,11.245302420950972,44.98120968380389
0.30000000000000004,89.94241204492806,134.9136180673921,67.45680903369605,22.485603011232016,-44.97120602246403,4.497120602246404,179.88482408985612,-22.485603011232016,112.42801505616008,33.72840451684802,56.21400752808004,-89.94241204492806,11.242801505616008,44.97120602246403
0.4,89.92163659353167,134.8824548902975,67.44122744514875,22.48040914838292,-44.96081829676584,4.496081829676584,179.84327318706335,-22.48040914838292,112.40204574191459,33.72061372257438,56.201022870957296,-89.92163659353167,11.24020457419146,44.96081829676584
0.5,89.9001382924951,134.85020743874264,67.42510371937132,22.475034573123775,-44.95006914624755,4.4950069146247555,179.8002765849902,-22.475034573123775,112.37517286561888,33.71255185968566,56.18758643280944,-89.9001382924951,11.237517286561888,44.95006914624755
0.6000000000000001,89.87798180598747,134.8169727089812,67.4084863544906,22.46949545149687,-44.93899090299374,4.493899090299374,179.75596361197495,-22.46949545149687,112.34747725748434,33.7042431772453,56.17373862874217,-89.87798180598747,11.234747725748434,44.93899090299374
0.7000000000000001,89.85528173470053,134.7829226020508,67.3914613010254,22.46382043367513,-44.92764086735026,4.4927640867350265,179.71056346940105,-22.46382043367513,112.31910216837565,33.6957306505127,56.159551084187825,-89.85528173470053,11.231910216837566,44.92764086735026
0.8,89.83218466319444,134.74827699479167,67.37413849739583,22.45804616579861,-44.91609233159722,4.491609233159722,179.66436932638888,-22.45804616579861,112.29023082899305,33.68706924869792,56.14511541449652,-89.83218466319444,11.229023082899305,44.91609233159722
0.9,89.80890222167503,134.71335333251255,67.35667666625628,22.452225555418757,-44.90445111083751,4.490445111083751,179.61780444335005,-22.452225555418757,112.26112777709378,33.67833833312814,56.13056388854689,-89.80890222167503,11.226112777709378,44.90445111083751
1.0,89.78560123613337,134.67840185420005,67.33920092710002,22.446400309033343,-44.89280061806669,4.489280061806669,179.57120247226675,-22.446400309033343,112.23200154516672,33.66960046355001,56.11600077258336,-89.78560123613337,11.223200154516672,44.89280061806669
1.1,89.76238487932878,134.64357731899315,67.32178865949658,22.440596219832194,-44.88119243966439,4.488119243966439,179.52476975865756,-22.440596219832194,112.20298109916098,33.66089432974829,56.10149054958049,-89.76238487932878,11.220298109916097,44.88119243966439
1.2000000000000002,89.73924920867805,134.60887381301706,67.30443690650853,22.43481230216951,-44.86962460433902,4.486962460433903,179.4784984173561,-22.43481230216951,112.17406151084757,33.652218453254264,56.08703075542378,-89.73924920867805,11.217406151084756,44.86962460433902
1.3,89.71612666642199,134.57418999963298,67.28709499981649,22.429031666605496,-44.85806333321099,4.4858063333211,179.43225333284397,-22.429031666605496,112.14515833302748,33.643547499908244,56.07257916651374,-89.71612666642199,11.214515833302748,44.85806333321099
1.4000000000000001,89.69298938130385,134.53948407195577,67.26974203597788,22.42324734532596,-44.84649469065192,4.484649469065192,179.3859787626077,-22.42324734532596,112.11623672662981,33.63487101798894,56.058118363314904,-89.69298938130385,11.21162367266298,44.84649469065192
1.5,89.66983843627533,134.504757654413,67.2523788272065,22.417459609068832,-44.834919218137664,4.4834919218137665,179.33967687255065,-22.417459609068832,112.08729804534416,33.62618941360325,56.04364902267208,-89.66983843627533,11.208729804534416,44.834919218137664
1.6,89.64668913389667,134.47003370084502,67.23501685042251,22.411672283474168,-44.823344566948336,4.482334456694834,179.29337826779334,-22.411672283474168,112.05836141737083,33.617508425211255,56.029180708685416,-89.64668913389667,11.205836141737084,44.823344566948336
1.7000000000000002,89.62354697722573,134.4353204658386,67.2176602329193,22.405886744306432,-44.811773488612864,4.481177348861286,179.24709395445146,-22.405886744306432,112.02943372153216,33.60883011645965,56.01471686076608,-89.62354697722573,11.202943372153216,44.811773488612864
1.8,89.6003545521448,134.4005318282172,67.2002659141086,22.4000886380362,-44.8001772760724,4.4800177276072395,179.2007091042896,-22.4000886380362,112.00044319018099,33.6001329570543,56.000221595090494,-89.6003545521448,11.2000443190181,44.8001772760724
1.9000000000000001,89.57701668694693,134.3655250304204,67.1827625152102,22.394254171736733,-44.78850834347347,4.478850834347347,179.15403337389387,-22.394254171736733,111.97127085868367,33.5913812576051,55.98563542934183,-89.57701668694693,11.197127085868367,44.78850834347347
2.0,89.55341970808269,134.33012956212403,67.16506478106201,22.38835492702067,-44.77670985404134,4.477670985404134,179.10683941616537,-22.38835492702067,111.94177463510336,33.58253239053101,55.97088731755168,-89.55341970808269,11.194177463510336,44.77670985404134
2.1,89.52944160116498,134.29416240174746,67.14708120087373,22.382360400291244,-44.76472080058249,4.476472080058249,179.05888320232995,-22.382360400291244,111.91180200145622,33.573540600436864,55.95590100072811,-89.52944160116498,11.191180200145622,44.76472080058249
2.2,89.50504936839882,134.25757405259822,67.12878702629911,22.376262342099704,-44.75252468419941,4.475252468419941,179.01009873679763,-22.376262342099704,111.88131171049852,33.564393513149554,55.94065585524926,-89.50504936839882,11.188131171049852,44.75252468419941
2.3000000000000003,89.48024446135602,134.22036669203402,67.11018334601701,22.370061115339006,-44.74012223067801,4.474012223067802,178.96048892271205,-22.370061115339006,111.85030557669504,33.555091673008505,55.92515278834752,-89.48024446135602,11.185030557669503,44.74012223067801
2.4000000000000004,89.45502959510112,134.1825443926517,67.09127219632585,22.36375739877528,-44.72751479755056,4.472751479755057,178.91005919020225,-22.36375739877528,111.8187869938764,33.54563609816292,55.9093934969382,-89.45502959510112,11.18187869938764,44.72751479755056
2.5,89.42941074222892,134.1441161133434,67.0720580566717,22.35735268555723,-44.71470537111446,4.471470537111446,178.85882148445785,-22.35735268555723,111.78676342778616,33.53602902833585,55.89338171389308,-89.42941074222892,11.178676342778616,44.71470537111446
2.6,89.4033807286141,134.10507109292115,67.05253554646058,22.350845182153524,-44.70169036430705,4.470169036430705,178.8067614572282,-22.350845182153524,111.75422591076762,33.52626777323029,55.87711295538381,-89.4033807286141,11.175422591076762,44.70169036430705
2.7,89.37692758710266,134.06539138065398,67.03269569032699,22.344231896775664,-44.68846379355133,4.468846379355133,178.7538551742053,-22.344231896775664,111.72115948387832,33.516347845163494,55.86057974193916,-89.37692758710266,11.172115948387832,44.68846379355133
2.8000000000000003,89.35006819346027,134.0251022901904,67.0125511450952,22.33751704836507,-44.67503409673014,4.4675034096730135,178.70013638692055,-22.33751704836507,111.68758524182535,33.5062755725476,55.84379262091267,-89.35006819346027,11.168758524182534,44.67503409673014
2.9000000000000004,89.32283917068933,133.984258756034,66.992129378017,22.330709792672334,-44.66141958534467,4.466141958534467,178.64567834137867,-22.330709792672334,111.65354896336167,33.4960646890085,55.826774481680836,-89.32283917068933,11.165354896336167,44.66141958534467
3.0,89.29533254755117,133.94299882132674,66.97149941066337,22.323833136887792,-44.647666273775585,4.464766627377559,178.59066509510234,-22.323833136887792,111.61916568443897,33.485749705331685,55.809582842219484,-89.29533254755117,11.161916568443896,44.647666273775585
3.1,89.26761547866575,133.90142321799863,66.95071160899931,22.316903869666437,-44.63380773933287,4.463380773933287,178.5352309573315,-22.316903869666437,111.58451934833218,33.47535580449966,55.79225967416609,-89.26761547866575,11.158451934833218,44.63380773933287
