t,TN2,Tm,Thp,Tf,c[1],c[2],c[3],c[4],c[5],c[6],n,rho_dollars,Q_to_steam,drumAngleDeg
0.0,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.1,90.04384980422859,135.0657747063429,67.53288735317145,22.510962451057146,-45.02192490211429,4.50219249021143,180.08769960845717,-22.510962451057146,112.55481225528573,33.76644367658572,56.27740612764286,-90.04384980422859,11.255481225528573,45.02192490211429
0.2,90.08726953014082,135.13090429521122,67.56545214760561,22.521817382535204,-45.04363476507041,4.504363476507041,180.17453906028163,-22.521817382535204,112.60908691267602,33.782726073802806,56.30454345633801,-90.08726953014082,11.260908691267602,45.04363476507041
0.30000000000000004,90.13025252479217,135.19537878718825,67.59768939359412,22.532563131198042,-45.065126262396085,4.5065126262396085,180.26050504958434,-22.532563131198042,112.66281565599022,33.79884469679706,56.33140782799511,-90.13025252479217,11.266281565599021,45.065126262396085
0.4,90.17272101133443,135.25908151700165,67.62954075850082,22.543180252833608,-45.086360505667216,4.508636050566722,180.34544202266886,-22.543180252833608,112.71590126416804,33.81477037925041,56.35795063208402,-90.17272101133443,11.271590126416804,45.086360505667216
0.5,90.21454655917117,135.32181983875677,67.66090991937838,22.553636639792792,-45.107273279585584,4.510727327958558,180.42909311834234,-22.553636639792792,112.76818319896395,33.83045495968919,56.38409159948198,-90.21454655917117,11.276818319896396,45.107273279585584
0.6000000000000001,90.25557532989733,135.38336299484598,67.69168149742299,22.56389383247433,-45.12778766494866,4.512778766494867,180.51115065979465,-22.56389383247433,112.81946916237166,33.845840748711495,56.40973458118583,-90.25557532989733,11.281946916237166,45.12778766494866
0.7000000000000001,90.29567576175687,135.4435136426353,67.72175682131765,22.573918940439217,-45.147837880878434,4.514783788087843,180.59135152351374,-22.573918940439217,112.86959470219608,33.86087841065883,56.43479735109804,-90.29567576175687,11.286959470219609,45.147837880878434
0.8,90.334725213976,135.502087820964,67.751043910482,22.583681303494,-45.167362606988,4.5167362606988,180.669450427952,-22.583681303494,112.91840651747,33.875521955241,56.459203258735,-90.334725213976,11.291840651747,45.167362606988
0.9,90.37255698250962,135.55883547376442,67.77941773688221,22.593139245627405,-45.18627849125481,4.518627849125481,180.74511396501924,-22.593139245627405,112.96569622813703,33.889708868441105,56.48284811406852,-90.37255698250962,11.296569622813703,45.18627849125481
1.0,90.40905060047005,135.6135759007051,67.80678795035254,22.602262650117513,-45.20452530023503,4.520452530023503,180.8181012009401,-22.602262650117513,113.01131325058756,33.90339397517627,56.50565662529378,-90.40905060047005,11.301131325058757,45.20452530023503
