t,TN2,Tm,Thp,Tf,c[1],c[2],c[3],c[4],c[5],c[6],n,rho_dollars,Q_to_steam,drumAngleDeg
0.0,90.0,135.0,67.5,22.5,-45.0,4.5,180.0,-22.5,112.5,33.75,56.25,-90.0,11.25,45.0
0.1,90.03791433382972,135.0568715007446,67.5284357503723,22.50947858345743,-45.01895716691486,4.501895716691486,180.07582866765944,-22.50947858345743,112.54739291728714,33.76421787518615,56.27369645864357,-90.03791433382972,11.254739291728715,45.01895716691486
0.2,90.0787674989534,135.11815124843008,67.55907562421504,22.51969187473835,-45.0393837494767,4.50393837494767,180.1575349979068,-22.51969187473835,112.59845937369175,33.77953781210752,56.29922968684588,-90.0787674989534,11.259845937369175,45.0393837494767
0.30000000000000004,90.12260918344131,135.18391377516195,67.59195688758098,22.530652295860328,-45.061304591720656,4.5061304591720654,180.24521836688263,-22.530652295860328,112.65326147930165,33.79597844379049,56.326630739650824,-90.12260918344131,11.265326147930164,45.061304591720656
0.4,90.16937818422126,135.25406727633188,67.62703363816594,22.542344546055315,-45.08468909211063,4.5084689092110635,180.33875636844252,-22.542344546055315,112.71172273027658,33.81351681908297,56.35586136513829,-90.16937818422126,11.271172273027657,45.08468909211063
0.5,90.21902016791644,135.32853025187467,67.66426512593733,22.55475504197911,-45.10951008395822,4.510951008395822,180.43804033583288,-22.55475504197911,112.77377520989555,33.83213256296867,56.38688760494777,-90.21902016791644,11.277377520989555,45.10951008395822
0.6000000000000001,90.27153613436576,135.40730420154864,67.70365210077432,22.56788403359144,-45.13576806718288,4.513576806718288,180.54307226873152,-22.56788403359144,112.8394201679572,33.85182605038716,56.4197100839786,-90.27153613436576,11.28394201679572,45.13576806718288
0.7000000000000001,90.32697942011369,135.49046913017054,67.74523456508527,22.581744855028422,-45.163489710056844,4.5163489710056846,180.65395884022738,-22.581744855028422,112.9087242751421,33.872617282542635,56.45436213757105,-90.32697942011369,11.290872427514211,45.163489710056844
0.8,90.38543777333275,135.57815665999914,67.78907832999957,22.59635944333319,-45.19271888666638,4.519271888666638,180.7708755466655,-22.59635944333319,112.98179721666594,33.894539164999784,56.49089860833297,-90.38543777333275,11.298179721666594,45.19271888666638
0.9,90.44700757020759,135.6705113553114,67.8352556776557,22.611751892551897,-45.223503785103794,4.52235037851038,180.89401514041518,-22.611751892551897,113.05875946275948,33.91762783882785,56.52937973137974,-90.44700757020759,11.305875946275949,45.223503785103794
1.0,90.51176737920348,135.7676510688052,67.8838255344026,22.62794184480087,-45.25588368960174,4.525588368960174,181.02353475840695,-22.62794184480087,113.13970922400435,33.9419127672013,56.569854612002175,-90.51176737920348,11.313970922400435,45.25588368960174
1.1,90.57979784549295,135.8696967682394,67.9348483841197,22.644949461373237,-45.289898922746474,4.528989892274647,181.1595956909859,-22.644949461373237,113.22474730686619,33.96742419205985,56.612373653433096,-90.57979784549295,11.322474730686618,45.289898922746474
1.2000000000000002,90.65108276153272,135.97662414229907,67.98831207114954,22.66277069038318,-45.32554138076636,4.5325541380766365,181.30216552306544,-22.66277069038318,113.3138534519159,33.99415603557477,56.65692672595795,-90.65108276153272,11.33138534519159,45.32554138076636
1.3,90.72560518745435,136.08840778118153,68.04420389059077,22.681401296863587,-45.362802593727174,4.536280259372718,181.4512103749087,-22.681401296863587,113.40700648431793,34.02210194529538,56.703503242158966,-90.72560518745435,11.340700648431794,45.362802593727174
