Time(s),Drum_Angle(deg),Drum_Velocity(deg/s),Drum_Acceleration(deg/s^2)
0.0,45.0,0.0,0.0
0.1,44.98323400851393,-0.16765991486067833,-1.6765991486067833
0.2,44.967422825258325,-0.15811183255607375,0.09548082304604577
0.30000000000000004,44.952574417067765,-0.1484840819055932,0.09627750650480546
0.4,44.93870672161179,-0.13867695455978438,0.09807127345808828
0.5,44.925855973094926,-0.1285074851686119,0.10169469391172473
0.6000000000000001,44.91409145976385,-0.11764513331073079,0.1086235185788111
0.7000000000000001,44.903472771941495,-0.106186878223582,0.11458255087148791
0.8,44.89403245504272,-0.09440316898775339,0.11783709235828613
0.9,44.88577964812444,-0.08252806918278567,0.1187509980496772
1.0,44.878755905629625,-0.07023742494816078,0.12290644234624895
1.1,44.873021084622664,-0.057348210069605395,0.12889214878555372
1.2000000000000002,44.86863909032965,-0.04381994293012777,0.13528267139477615
1.3,44.865648407258995,-0.02990683070656534,0.13913112223562446
1.4000000000000001,44.86405587446058,-0.015925327984120927,0.139815027224444
1.5,44.86388839309875,-0.00167481361835087,0.14250514365770076
1.6,44.86515463915277,0.012662460540227006,0.14337274158577862
1.7000000000000002,44.86784285456761,0.026882154148424296,0.14219693608197276
1.8,44.87197044481736,0.04127590249744634,0.14393748349022062
1.9000000000000001,44.87754247204211,0.05572027224751248,0.14444369750066127
2.0,44.88453103120635,0.06988559164241802,0.1416531939490556
2.1,44.89291664909481,0.08385617888457368,0.13970587242155652
2.2,44.90263956718257,0.09722918087760482,0.13373001993031128
2.3000000000000003,44.913578259170215,0.10938691987647066,0.12157738998865827
2.4000000000000004,44.925614940456754,0.12036681286538442,0.10979892988913752
2.5,44.93862243027894,0.13007489822186405,0.09708085356479663
2.6,44.95248783954782,0.13865409268881013,0.0857919446694607
2.7,44.96711925243924,0.14631412891418435,0.07660036225374221
2.8000000000000003,44.982435386657485,0.15316134218245722,0.06847213268272861
2.9000000000000004,44.998354705993656,0.15919319336170176,0.06031851179244535
3.0,45.01483084249971,0.16476136506057118,0.055681716988694376
3.1,45.03182210057647,0.16991258076757262,0.05151215707001439
3.2,45.049292666378506,0.17470565802035748,0.04793077252784851
3.3000000000000003,45.06720905937623,0.17916392997726388,0.04458271956906397
3.4000000000000004,45.08556280020719,0.18353740830960402,0.043734783323401374
3.5,45.104355904577545,0.1879310437035293,0.043936353939253034
3.6,45.123586161586466,0.19230257008921098,0.043715263856816636
3.7,45.14322946699637,0.1964330540990032,0.04130484009792209
3.8000000000000003,45.16326033616198,0.20030869165616122,0.03875637557158026
3.9000000000000004,45.183647683384955,0.20387347222971622,0.03564780573554995
4.0,45.2043675051797,0.20719821794742263,0.03324745717706424
4.1000000000000005,45.22536871646672,0.21001211287021593,0.028138949227932825
4.2,45.246593031191296,0.21224314724577273,0.022310343755568087
4.3,45.26800209658209,0.21409065390791757,0.018475066621448443
4.4,45.28957693353857,0.21574836956481988,0.016577156569023057
4.5,45.311309807666944,0.2173287412837518,0.015803717189319166
4.6000000000000005,45.33319115524311,0.21881347576161997,0.01484734477868169
4.7,45.35521662802698,0.22025472783873645,0.01441252077116489
4.800000000000001,45.37740895137114,0.22192323344157097,0.0166850560283451
4.9,45.399760884296484,0.223519329253464,0.015960958118930224
5.0,45.42223269101579,0.22471806719309564,0.011987379396316599
