Time(s),Drum_Angle(deg),Drum_Velocity(deg/s),Drum_Acceleration(deg/s^2)
0.0,45.0,0.0,0.0
0.1,44.99773733220982,-0.0226266779017692,-0.226266779017692
0.2,44.996179346477945,-0.015579857318783752,0.07046820582985447
0.30000000000000004,44.99533081463643,-0.008485318415125672,0.07094538903658078
0.4,44.99522614227505,-0.001046723613811196,0.07438594801314478
0.5,44.99589159503746,0.006654527624121444,0.07701251237932641
0.6000000000000001,44.997319079823804,0.014274847863404704,0.07620320239283253
0.7000000000000001,44.999503423389065,0.021843435652613156,0.07568587789208453
0.8,45.0024431189047,0.02939695515635777,0.07553519503744616
0.9,45.00612402587901,0.03680906974310006,0.07412114586742292
1.0,45.01051817291662,0.04394147037608321,0.0713240063298315
1.1,45.01559536176371,0.050771888470890716,0.06830418094807501
1.2000000000000002,45.021297051251594,0.05701689487885626,0.06245006407965535
1.3,45.02753410495436,0.06237053702768955,0.053536421488332986
1.4000000000000001,45.03419943808605,0.06665333131685708,0.04282794289167526
1.5,45.04118627212803,0.06986834041981647,0.032150091029594
1.6,45.04841134977549,0.07225077647461824,0.0238243605480176
1.7000000000000002,45.05578891855909,0.07377568783596182,0.015249113613435825
1.8,45.06322405542705,0.07435136867961499,0.00575680843653171
1.9000000000000001,45.07063548554195,0.07411430114899524,-0.0023706753061974984
2.0,45.07794092150845,0.07305435966500805,-0.010599414839871937
2.1,45.085040163775155,0.07099242266704657,-0.02061936997961476
2.2,45.09183476331078,0.06794599535623996,-0.030464273108066042
2.3000000000000003,45.098235782933706,0.064010196229276,-0.039357991269639535
2.4000000000000004,45.10417935839518,0.059435754614725,-0.04574441614551002
2.5,45.109613720691264,0.05434362296085757,-0.0509213165386745
2.6,45.11448359337317,0.04869872681908301,-0.05644896141774556
2.7,45.11873626377186,0.04252670398685151,-0.06172022832231493
2.8000000000000003,45.122362147655885,0.03625883884026845,-0.06267865146583057
2.9000000000000004,45.125384516853245,0.030223691973603167,-0.06035146866665274
3.0,45.12782266742584,0.024381505725941197,-0.05842186247661991
3.1,45.12970871585694,0.018860484311034025,-0.05521021414907167
3.2,45.13106360322039,0.013548873634476865,-0.05311610676557156
3.3000000000000003,45.13190301388637,0.008394106659821425,-0.05154766974655435
3.4000000000000004,45.132270736426705,0.003677225403322378,-0.04716881256499043
3.5,45.132200852224514,-0.0006988420219045136,-0.04376067425226907
3.6,45.13173796238123,-0.004628898432841306,-0.03930056410936789
3.7,45.13095254825992,-0.007854141213101677,-0.03225242780260368
3.8000000000000003,45.12991357295649,-0.01038975303430333,-0.025356118212016516
3.9000000000000004,45.128699505076106,-0.012140678803831396,-0.017509257695280635
4.0,45.127409405407654,-0.01290099668452176,-0.00760317880690367
4.1000000000000005,45.12616097341684,-0.012484319908168052,0.00416676776353706
4.2,45.125050953230605,-0.011100201862319676,0.013841180458483805
4.3,45.12416253517812,-0.008884180524830785,0.022160213374888993
4.4,45.12355788683328,-0.006046483448400831,0.028376970764299386
4.5,45.123305832694705,-0.0025205413857776284,0.035259420626232156
